名称,地区,经度,维度,总价/万,单价/元,规格,大小/平方米,朝向,装修,楼层,楼层样式,关注人数
中毅丽景城,泉秀街,113.94688693008,23.0913266791495,229,21083,3室2厅,108,南,简装,低楼层(共16层),板塔结合,150
金亚花园,泉秀街,118.759565092484,34.5479186273643,169,13935,3室2厅,121,东南,简装,中楼层(共9层),板楼,910
小希夷商业宿舍,东街,102.873739642873,25.0306281107043,178,19862,3室2厅,89,北西南,简装,高楼层(共6层),板楼,170
福龙花园东区,宝龙广场,121.30091503786,31.0933328372294,133.8,9798,3室2厅,136,南,精装,高楼层(共29层),板塔结合,210
卓辉汇景城,晋江万达,121.319294151222,31.2189007309197,146,16537,3室2厅,88,南,精装,高楼层(共18层),板楼,270
盛世城品,南环路,118.636475572177,24.7441750712975,75,11030,3室2厅,68,东南,精装,中楼层(共30层),板塔结合,350
世茂御龙湾湖心岛,晋江万达,118.759565092484,34.5479186273643,168,17214,3室2厅,97,东南,精装,低楼层(共47层),板楼,90
嘉琳广场,洛江区,118.568994143645,24.9270151642417,208,14772,4室2厅,140,南北,精装,低楼层(共34层),板楼,110
鲤景湾三期滨苑,浮桥,118.577412254407,24.8868306564333,55,9706,1室1厅,56,东南,简装,低楼层(共27层),塔楼,110
名仕花园,东街,113.228878971788,23.3274900194551,779.99,44341,4室2厅,175,东,简装,高楼层(共6层),板楼,70
建发中泱天成,洛江区,118.576009,24.911465,203,18972,3室2厅,107,南,毛坯,低楼层(共26层),暂无数据,70
宝龙金色家园,晋江万达,104.084847898434,30.682916659023,178,12295,3室2厅,144,东南,精装,中楼层(共15层),板楼,90
大江盛世C区,洛江区,121.494005807229,31.4146944756404,250,18143,4室1厅,137,南,简装,中楼层(共22层),板楼,110
聚宝新城,万达,113.9294595337,22.96282412786,235,24691,3室2厅,95,南,精装,低楼层(共9层),板楼,70
鑫亿花苑,泉秀街,121.30091503786,31.0933328372294,219,25026,3室2厅,87,南北,精装,中楼层(共8层),板楼,90
伟润帝景,丰泽街,118.57962199613,24.8934920239444,698,37765,4室2厅,184,南,精装,中楼层(共24层),塔楼,70
摩卡小镇,展览城,118.580578062684,24.8458588515739,153,17124,3室1厅,89,西南,精装,中楼层(共14层),板塔结合,110
中骏四季花城2期,泉州桥南,114.128420639681,22.5677964886464,196,19104,3室2厅,102,南北,简装,低楼层(共34层),板楼,130
云谷小区,丰泽街,113.741851856225,34.7781903443593,235,24227,3室2厅,97,南北,简装,中楼层(共7层),板楼,50
田润清华苑,泉港区,116.459315674798,39.9230077923451,88,7533,4室2厅,116,南,精装,低楼层(共23层),暂无数据,90
泉州电业局大淮小区,万达,120.655369791599,31.4174689225489,183,17942,3室2厅,102,西南,简装,低楼层(共7层),板楼,130
建发中泱天成,洛江区,113.946756945272,22.5461838906953,174,19340,3室2厅,89,东南,精装,中楼层(共17层),暂无数据,90
得添大厦,晋江万达,114.089504877205,22.5486862804858,186.88,12889,3室2厅,145,南,简装,高楼层(共13层),平房,110
海景国际花园天域,赤山水库,121.307507971489,31.3014068791558,529,19526,4室1厅,270,南,精装,高楼层(共30层),板塔结合,130
仁凤新村,东湖,112.604529693395,26.9489618671653,150,14977,3室2厅,100,南,精装,低楼层(共6层),板楼,250
新城华庭,陈埭镇,113.741851856225,34.7781903443593,175,15136,3室2厅,115,南,毛坯,高楼层(共12层),板楼,30
虹景商城,泉秀街,103.994256841992,30.6489436033654,177,19942,2室1厅,88,南,简装,中楼层(共14层),板楼,30
浔兴奥林春天,宝龙广场,121.252979030422,31.111429848439,99,16262,2室1厅,60,东南,精装,中楼层(共27层),板塔结合,90
新城华庭,陈埭镇,116.723524646933,23.3777757806284,175,15136,3室2厅,115,南,毛坯,高楼层(共12层),板楼,30
优山美地,东湖,118.615905992955,24.8922729746369,260,28925,2室2厅,89,南,精装,高楼层(共18层),板塔结合,50
中骏蓝湾悦庭,泉州桥南,110.305777122939,25.0694480504461,265,26445,3室2厅,100,西北,精装,高楼层(共34层),板塔结合,30
石狮物资公司,石狮中心,118.595187016661,24.8664676027638,69,4055,5室2厅,170,南,精装,低楼层(共7层),暂无数据,70
星光耀广场,城东,116.698173672612,39.9387010629592,265,29776,3室1厅,89,南,毛坯,中楼层(共38层),板塔结合,230
华城小区,城东,121.468582054517,31.004830724654,200,16194,3室2厅,123,南,毛坯,高楼层(共33层),板楼,230
恒隆国际花园,安海镇,118.632782278904,24.7428001319732,106,11716,3室2厅,90,南,毛坯,中楼层(共30层),板塔结合,70
星豪花苑,石狮中心,115.632365790092,24.0685584529105,99,6743,3室2厅,146,南,精装,高楼层(共9层),塔楼,50
聚福三期,泉港区,118.759565092484,34.5479186273643,44.1,3675,3室1厅,120,东南,简装,中楼层(共30层),板塔结合,110
江湾国际,泉州桥南,116.380110371203,39.8887129142416,222,16947,3室1厅,131,南,简装,中楼层(共33层),板楼,50
世茂摩天城一期,服装城,116.698173672612,39.9387010629592,165,13500,3室2厅,122,南,精装,高楼层(共31层),板楼,30
福隆星城西区,浮桥,118.677139886328,24.9337637069825,105.5,12866,2室2厅,82,东南,简装,中楼层(共11层),板塔结合,90
东海湾太古广场二期,东海,106.941228453403,29.5281498344948,235,24628,3室2厅,95,南,毛坯,高楼层(共33层),板塔结合,30
海丝景城,泉州桥南,118.583115416427,24.8915005022612,62,13717,1室1厅,45,东南,精装,低楼层(共18层),板塔结合,90
南益鲤景湾江苑,浮桥,113.741851856225,34.7781903443593,270,19425,4室2厅,139,东南,毛坯,高楼层(共30层),板塔结合,170
华洲小区,泉州桥南,121.428122374347,31.2177916453614,97.9,14398,2室1厅,68,东南,精装,高楼层(共32层),板楼,130
宝龙广场公寓,宝龙广场,105.931705367599,30.3585387262682,117,13954,2室1厅,83,东南,简装,高楼层(共29层),板楼,90
公园首府,泉港区,114.218650939499,22.5197831385035,72.5,5411,3室2厅,134,西南,毛坯,高楼层(共24层),板塔结合,150
城市晶典,晋江万达,118.759565092484,34.5479186273643,68.8,11506,2室1厅,59,南,精装,中楼层(共10层),板楼,570
江南雅園,南环路,113.321010083167,23.1440717136683,26,8038,1室0厅,32,南北,简装,中楼层(共9层),板塔结合,230
世纪雅苑,SM广场,116.341118612067,40.2346827012327,42,7796,1室1厅,53,南,毛坯,高楼层(共19层),板楼,190
蓝郡国际,台商投资区,118.61028843945,24.8730549315466,86,9073,2室2厅,94,南北,毛坯,低楼层(共29层),塔楼,90
嘉祥·领寓,南环路,106.752633086711,32.2985221740379,30,10497,1室1厅,28,东南,精装,中楼层(共18层),塔楼,110
新城华庭,陈埭镇,121.342200081132,30.7620723991983,145,12570,3室2厅,115,南北,毛坯,低楼层(共12层),板楼,70
城市之星,万达,119.567093041211,26.1434275482846,115,28340,2室2厅,40,南,精装,中楼层(共9层),塔楼,90
鑫亿大厦,万达,118.584507,24.815865,183,21275,2室2厅,86,西南,简装,高楼层(共17层),板楼,50
武夷花园,东湖,105.931705367599,30.3585387262682,120,26167,2室1厅,45,西北,简装,中楼层(共10层),塔楼,50
百信御江帝景太阳城,泉州桥南,105.931705367599,30.3585387262682,215,21273,3室2厅,101,南,毛坯,中楼层(共26层),塔楼,90
润华商厦,丰泽街,118.615090960366,24.8926030377198,83,23769,1室1厅,34,南,简装,高楼层(共30层),塔楼,30
百信御江帝景太阳城,泉州桥南,105.931705367599,30.3585387262682,272,23712,3室2厅,114,南北,毛坯,高楼层(共26层),塔楼,30
润华商厦,丰泽街,105.931705367599,30.3585387262682,83,23769,1室1厅,34,南,简装,高楼层(共30层),塔楼,30
福炼社区中区,泉港区,118.637833810107,24.921765930167,23,4182,2室1厅,55,东南,简装,中楼层(共5层),暂无数据,30
武夷花园,东湖,116.341118612067,40.2346827012327,120,26167,2室1厅,45,西北,简装,中楼层(共10层),塔楼,50
百信御江帝景太阳城,泉州桥南,118.583115416427,24.8915005022612,272,23712,3室2厅,114,南北,毛坯,高楼层(共26层),塔楼,30
溜石花园一期,泉州桥南,113.741851856225,34.7781903443593,123,13664,2室2厅,90,南,精装,中楼层(共30层),板楼,90
宝龙广场公寓,宝龙广场,105.931705367599,30.3585387262682,38.5,9249,1室1厅,41,东南,精装,高楼层(共29层),板楼,150
中骏世界城,城东,104.065609607971,30.5142281677285,40,8211,1室0厅,48,东南,精装,中楼层(共27层),板塔结合,30
大德财富中心,泉港区,119.716526628533,30.2312755156765,39,5802,3室2厅,67,东,毛坯,中楼层(共17层),暂无数据,130
田润御园,泉港区,118.599685559858,24.8960788886932,80,6099,4室1厅,131,南,毛坯,中楼层(共26层),暂无数据,150
盛世城品,南环路,109.423275052937,24.3577297062532,40.8,7337,2室1厅,55,南,毛坯,低楼层(共30层),板塔结合,470
嘉琳广场,洛江区,105.931705367599,30.3585387262682,105,13109,2室1厅,80,东南,简装,低楼层(共34层),板楼,90
舒华奥体中心,泉州桥南,116.354213301317,35.401266974154,132,18083,2室1厅,73,南,毛坯,中楼层(共33层),板塔结合,70
舒华奥体中心,泉州桥南,114.089504877205,22.5486862804858,135,18335,2室2厅,73,南,精装,低楼层(共33层),板塔结合,50
世纪巨星,泉秀街,118.759565092484,34.5479186273643,155,18357,2室2厅,84,南,精装,高楼层(共7层),板楼,610
凯旋国际,宝龙广场,121.61862144249,31.2609665566608,109,15957,1室1厅,68,东南,精装,高楼层(共18层),板塔结合,170
龙湖嘉天下观宸,池店南,118.617235215618,24.8849245790481,253,18247,4室2厅,138,南,毛坯,32层,板塔结合,70
国际华城,丰泽街,118.57962199613,24.8934920239444,272,28937,2室1厅,94,东,精装,高楼层(共24层),塔楼,50
中骏四季花城,泉州桥南,118.593481053534,24.9133541670539,140,19622,2室1厅,71,南,简装,低楼层(共29层),板楼,50
延陵安置小区,站前大道,116.649158979919,40.1287811297252,135,9855,3室2厅,137,东南,简装,低楼层(共6层),塔楼,150
嘉龙尚都,清濛开发区,114.089504877205,22.5486862804858,79,7869,3室1厅,100,南,精装,低楼层(共26层),塔楼,150
新天城市广场四区（美地苑）,浮桥,113.606581045372,23.5573381775427,315,31890,3室2厅,98,东南南,精装,高楼层(共33层),板塔结合,30
君悦湾,晋江万达,123.216812405808,41.2010747629446,260,20085,3室2厅,129,南,精装,中楼层(共32层),板楼,50
湖心街东段小区,东湖,114.041003206804,22.6649355324865,205,15938,3室2厅,128,东南,精装,低楼层(共9层),板楼,270
绿洲花苑,池店南,118.61048409039,24.8900594475975,196,12757,3室2厅,153,南北,精装,高楼层(共30层),板楼,70
彩虹新城,东湖,114.462822965309,38.0570855863106,160,13446,3室2厅,119,南北,精装,高楼层(共7层),板楼,150
御景花园,晋江万达,118.614561588929,24.8877652462785,162,12036,3室2厅,134,北,精装,低楼层(共17层),板楼,190
邮局宿舍楼,服装城,118.599685559858,24.8960788886932,58,5285,3室1厅,109,南,简装,高楼层(共4层),暂无数据,50
逸涛城市广场,泉港区,118.570210000153,24.9110490152805,115,8042,3室2厅,143,南,精装,中楼层(共29层),板塔结合,50
万达华府D区,晋江万达,118.569081009788,24.7821409954892,366,25795,4室2厅,141,东南,精装,高楼层(共32层),板楼,90
美亚芳邻,洛江区,116.851352907835,40.4017210481218,125,13831,3室2厅,90,南北,精装,中楼层(共29层),暂无数据,110
笋江花园城,南环路,104.072749250334,30.5110284491762,154.8,11807,3室2厅,131,南北,简装,高楼层(共7层),板塔结合,250
美亚芳邻,洛江区,114.089504877205,22.5486862804858,125,13831,3室2厅,90,南北,精装,中楼层(共29层),暂无数据,110
绿洲花苑,池店南,101.809569038331,36.6057076456612,196,12757,3室2厅,153,南北,精装,高楼层(共30层),板楼,70
湖心街东段小区,东湖,113.051814526191,34.4614098558766,205,15938,3室2厅,128,东南,精装,低楼层(共9层),板楼,270
彩虹新城,东湖,122.131810085419,42.6374464343525,160,13446,3室2厅,119,南北,精装,高楼层(共7层),板楼,150
御景花园,晋江万达,121.395065270563,31.3623731907683,162,12036,3室2厅,134,北,精装,低楼层(共17层),板楼,190
万达华府D区,晋江万达,123.216812405808,41.2010747629446,366,25795,4室2厅,141,东南,精装,高楼层(共32层),板楼,90
晶都国际,泉秀街,118.570210000153,24.9110490152805,63,15123,1室0厅,41,南,精装,低楼层(共19层),塔楼,30
建发珑玥湾一期,站前大道,108.658566526792,19.1011047312886,185,21363,3室2厅,86,东南,精装,低楼层(共33层),板塔结合,70
宝洲花园E期,万达,116.649158979919,40.1287811297252,148,14369,3室2厅,103,东南,简装,低楼层(共6层),板楼,1110
阳光曼哈顿,万达,114.041003206804,22.6649355324865,89,17886,1室1厅,49,南,简装,高楼层(共15层),板塔结合,50
市直机关宿舍,宝龙广场,118.61048409039,24.8900594475975,80,8946,3室2厅,89,东南,简装,高楼层(共7层),板塔结合,190
聚星国际城,惠安县,114.462822965309,38.0570855863106,72,6207,3室2厅,116,东南,简装,低楼层(共12层),暂无数据,230
百捷中央名门,泉州桥南,118.569081009788,24.7821409954892,220,24010,3室2厅,91,南,精装,高楼层(共32层),塔楼,90
金山新村北区,新门街,116.851352907835,40.4017210481218,150,19517,3室1厅,76,南北,精装,中楼层(共5层),板楼,210
迎宾花苑,展览城,118.611226360233,24.9003849914979,120,9434,3室2厅,127,南北,精装,中楼层(共7层),板楼,390
瑞士花园,赤山水库,118.599685559858,24.8960788886932,275,21695,3室2厅,126,南北,精装,低楼层(共18层),板楼,50
庄园骏豪国际,泉港区,116.441968137773,39.9461284659415,72,6118,3室1厅,117,南,简装,高楼层(共17层),板塔结合,50
工艺综合大厦,石狮中心,121.280833957167,31.1683278823813,55,4577,3室2厅,120,南北,精装,低楼层(共8层),平房,110
逸涛城市广场,泉港区,114.089504877205,22.5486862804858,115,8042,3室2厅,143,南,精装,中楼层(共29层),板塔结合,50
新加坡城东区,泉州桥南,121.342200081132,30.7620723991983,156,18598,3室2厅,83,东南,简装,高楼层(共20层),板楼,230
邮局宿舍楼,服装城,105.85772631563,30.1764444965205,58,5285,3室1厅,109,南,简装,高楼层(共4层),暂无数据,50
泉港莊園明珠,泉港区,118.57962199613,24.8934920239444,86,6908,3室2厅,124,南北,精装,中楼层(共6层),暂无数据,50
湖心街东段小区,东湖,114.123156389734,22.56644234953,200,15504,4室2厅,129,东南,精装,中楼层(共9层),暂无数据,110
海上海领海苑,东海,118.593481053534,24.9133541670539,365,29038,3室2厅,125,东南,精装,低楼层(共40层),板楼,130
江南花园城B区,南环路,118.569463148952,24.8884677614076,128,13404,3室2厅,95,东南,简装,高楼层(共18层),板楼,50
百捷中央名门,泉州桥南,121.446629444125,31.2015427123373,213,23749,3室2厅,89,南,精装,高楼层(共32层),塔楼,50
海星小区,东海,118.80784055324,25.0265463039769,338,23311,3室2厅,145,东南,精装,高楼层(共22层),塔楼,90
中骏四季花城,泉州桥南,121.342200081132,30.7620723991983,209,21996,3室2厅,95,南,精装,中楼层(共30层),板楼,50
晋兴华庭,丰泽街,116.459315674798,39.9230077923451,198,22984,2室2厅,86,东东南,精装,中楼层(共6层),板楼,90
百捷中央名门,泉州桥南,121.567661469214,31.1967529615431,213,23749,3室2厅,89,南,精装,高楼层(共32层),塔楼,50
晋兴华庭,丰泽街,116.459315674798,39.9230077923451,198,22984,2室2厅,86,东东南,精装,中楼层(共6层),板楼,90
温陵新城一期,泉秀街,118.656863873347,24.9483538401543,225,17395,4室2厅,129,东南,精装,中楼层(共11层),板楼,50
中骏天峰,万达,112.960597066914,22.9380897602882,1030.5,28233,4室2厅,365,南,毛坯,低楼层(共38层),塔楼,170
中骏柏景湾,城东,116.069677905609,39.7144672064437,363,35895,3室2厅,101,东南,毛坯,低楼层(共26层),板塔结合,30
中骏柏景湾,城东,116.069677905609,39.7144672064437,223,35968,2室1厅,62,南,毛坯,中楼层(共26层),板塔结合,90
瑞发花园,安海镇,116.448260049226,39.9356945498851,380,13572,5室2厅,280,东南,精装,高楼层(共23层),平房,30
保利城一期,城东,121.428122374347,31.2177916453614,336,32000,3室2厅,105,南,毛坯,低楼层(共33层),板塔结合,50
水木春天,城东,118.759565092484,34.5479186273643,191.8,16394,3室2厅,117,东南,简装,高楼层(共30层),板塔结合,130
美仙山花苑二期,城东,118.570210000153,24.9110490152805,145.6,16218,2室1厅,89,东南,精装,低楼层(共27层),板塔结合,290
世茂云城一期,泉港区,117.172741017598,39.1185545778317,78,6667,3室2厅,117,南,精装,低楼层(共33层),板塔结合,70
保利城一期,城东,116.393674964065,39.8529860549404,256,30118,3室2厅,85,南,毛坯,高楼层(共33层),板塔结合,110
中骏裕景湾,城东,118.523666995085,24.9252137530431,398,31545,3室2厅,126,南北,简装,低楼层(共32层),板塔结合,210
中骏四季花城,泉州桥南,116.069677905609,39.7144672064437,138,19320,2室2厅,71,东南南北,简装,高楼层(共33层),板楼,90
集壁小区,东海,116.393556297907,39.9711317612779,162,19639,4室1厅,82,南,精装,高楼层(共6层),暂无数据,90
长洲花园,万达,124.074320382914,40.4658203325896,229.9,19633,3室2厅,117,南,简装,高楼层(共9层),板楼,70
锦华苑,晋江万达,108.658566526792,19.1011047312886,148,23612,2室1厅,62,南,精装,低楼层(共18层),平房,110
凤凰城,晋江万达,116.851352907835,40.4017210481218,94.5,12122,3室2厅,77,南,精装,中楼层(共13层),板塔结合,230
汉唐天下,东湖,112.873968795427,23.1689953422257,69,18376,1室1厅,37,东,简装,高楼层(共7层),暂无数据,110
