名称,地区,经度,维度,总价/万,单价/元,规格,大小/平方米,朝向,装修,楼层,楼层样式,关注人数
宝龙世家,宝龙广场,106.752633086711,32.2985221740379,405,19378,4室2厅,209,南,毛坯,低楼层(共31层),塔楼,30
嘉琳广场,洛江区,121.281551433778,30.9419925440541,180,13900,3室2厅,129,东南,毛坯,高楼层(共33层),板楼,170
宝龙世家,宝龙广场,105.931705367599,30.3585387262682,421,20537,5室2厅,205,南,毛坯,中楼层(共31层),塔楼,30
绿创山语城,城东,118.759565092484,34.5479186273643,185,19271,3室1厅,96,东南,精装,高楼层(共34层),板塔结合,90
水木春天,城东,118.58960818899,24.930259357579,205,17480,3室2厅,117,东南,毛坯,低楼层(共30层),板塔结合,310
中骏雍景湾,江北大道,118.918073778266,24.9833071858473,137,12124,3室2厅,113,南,精装,高楼层(共33层),板塔结合,30
中骏御金台,城东,118.918073778266,24.9833071858473,87,16416,3室2厅,53,北,简装,低楼层(共20层),板塔结合,50
云谷花苑,丰泽街,118.470265696943,24.7135523467638,168,12924,3室1厅,130,南,简装,高楼层(共7层),板楼,1030
保利城二期央玺,城东,116.459315674798,39.9230077923451,65,20635,2室1厅,31,西南,精装,中楼层(共18层),板塔结合,50
福炼社区新区,泉港区,118.918073778266,24.9833071858473,39,4643,3室2厅,84,南,简装,低楼层(共6层),暂无数据,270
宏湃大厦,宝龙广场,118.941968435332,25.1616132196209,98,7000,1室0厅,140,南,简装,低楼层(共9层),板塔结合,50
飞达小区,泉港区,113.478776156102,23.1014339562681,75.2,2893,6室2厅,260,南,毛坯,高楼层(共5层),暂无数据,30
绿创山语城,城东,117.172741017598,39.1185545778317,176,18334,3室2厅,96,东南,毛坯,高楼层(共34层),板塔结合,230
泰禾首府,城东,121.168667807801,24.2772564047795,361,24976,4室2厅,144,东南,毛坯,高楼层(共38层),板塔结合,50
润柏香港城,城东,121.281551433778,30.9419925440541,98,14903,2室2厅,65,南,毛坯,中楼层(共35层),板塔结合,30
水木春天,城东,113.044653759219,22.8566785221519,210,17906,3室2厅,117,南,简装,中楼层(共30层),板塔结合,30
建发中泱天成,洛江区,118.609382408513,24.8978112462209,265,19203,4室2厅,138,南,毛坯,低楼层(共29层),板塔结合,50
力达苑,泉秀街,121.242336355893,31.039433439925,245,14235,5室3厅,172,南,简装,中楼层(共9层),板楼,90
泰禾首府,城东,118.918921239684,25.1299652486105,175,19887,2室2厅,88,东南,毛坯,中楼层(共38层),板塔结合,250
泰禾首府,城东,114.409516258719,30.6244558107813,298,20986,4室2厅,142,南北,毛坯,高楼层(共38层),板塔结合,110
华城小区,城东,125.375441085268,43.8855637919725,140,17007,2室2厅,82,南,毛坯,高楼层(共28层),板楼,110
美仙山花苑一期,城东,107.528751697428,28.5516266339147,208,16250,3室2厅,128,东南,毛坯,高楼层(共17层),板塔结合,330
力达苑,泉秀街,118.584507,24.815865,245,14235,5室3厅,172,南,简装,中楼层(共9层),板楼,90
水木春天,城东,116.319473581482,40.0876577084862,165,22000,3室2厅,75,东南,精装,高楼层(共30层),板塔结合,50
明达楼,宝龙广场,116.459315674798,39.9230077923451,290,14800,7室2厅,195,南东南,简装,高楼层(共4层),暂无数据,30
保利城一期,城东,121.630072035729,29.7967319596421,348,31072,4室2厅,112,东南北,毛坯,低楼层(共32层),板塔结合,350
建发中泱天成,洛江区,118.918073778266,24.9833071858473,265,19203,4室2厅,138,南,毛坯,低楼层(共29层),板塔结合,50
东海湾御花园,东海,116.192597629897,39.9113049678829,500,34966,4室2厅,143,东南南,毛坯,高楼层(共37层),板楼,510
大江盛世B区,洛江区,115.78544721513,38.7062577340869,228,19488,3室2厅,117,南,毛坯,中楼层(共29层),板楼,170
润柏香港城,城东,121.319294151222,31.2189007309197,55,11854,2室1厅,46,南,简装,中楼层(共18层),板塔结合,70
水木春天,城东,118.759565092484,34.5479186273643,210,17906,3室2厅,117,南,简装,中楼层(共30层),板塔结合,30
东莲花苑,城东,118.759565092484,34.5479186273643,175,19488,2室1厅,89,南,简装,中楼层(共29层),板塔结合,70
润柏香港城,城东,105.931705367599,30.3585387262682,102,15000,2室1厅,68,东南,毛坯,低楼层(共35层),板塔结合,50
中威中心城,晋江万达,121.545442960392,31.2892021202694,418,23005,4室2厅,181,东南南西北,毛坯,高楼层(共30层),板楼,30
新天城市广场三区（湖郡苑）,浮桥,120.156056645069,30.2810834714804,498,28787,5室1厅,173,南,精装,低楼层(共43层),板塔结合,70
华城小区,城东,116.448260049226,39.9356945498851,135,16524,2室1厅,81,南,毛坯,中楼层(共31层),板楼,110
中骏御金台,城东,121.422169034241,31.21819666868,130,18841,3室2厅,69,南,精装,高楼层(共20层),板塔结合,50
福鑫星城,泉港区,108.658566526792,19.1011047312886,32,2891,3室2厅,110,东南,毛坯,高楼层(共6层),暂无数据,110
钞坑泰亨新城南区,服装城,120.916819005192,31.4337838779189,159,8201,5室2厅,193,南北,毛坯,低楼层(共31层),板塔结合,50
泰禾首府,城东,105.931705367599,30.3585387262682,215,24344,2室1厅,88,东南,毛坯,高楼层(共23层),板塔结合,30
富贵人家小区,泉秀街,116.459315674798,39.9230077923451,480,22095,4室2厅,217,南北,简装,高楼层(共15层),暂无数据,70
闻馨一品,城东,118.5746133141,24.8893531721886,407.55,28500,4室2厅,143,南,毛坯,中楼层(共30层),板塔结合,130
金帝花园,泉秀街,118.809218913214,25.04151119344,230,23424,3室2厅,98,东南,简装,中楼层(共8层),板楼,30
海上海领海苑,东海,118.588231535796,24.9181254863767,288,30291,3室1厅,95,东南,毛坯,高楼层(共40层),板塔结合,30
金利来御景嘉园,南环路,102.668832753557,37.9252940224774,265,30029,3室2厅,88,南,毛坯,中楼层(共23层),板楼,30
恒大雅苑,泉港区,108.658566526792,19.1011047312886,110,9206,3室2厅,119,南北,精装,中楼层(共33层),暂无数据,30
建发珑玥湾一期,站前大道,120.105633572234,29.8921638719383,248,18003,4室2厅,137,南北,毛坯,低楼层(共33层),板塔结合,90
聚龙君悦山庄,惠安县,111.794596619196,37.2712917945176,76,6334,3室2厅,120,南,毛坯,低楼层(共26层),板塔结合,30
世纪星城,惠安县,116.192597629897,39.9113049678829,110,12451,3室2厅,88,东南,毛坯,中楼层(共18层),平房,90
聚龙君悦山庄,惠安县,116.459315674798,39.9230077923451,76,6306,3室2厅,120,南,毛坯,中楼层(共26层),板塔结合,50
中远名城,泉秀街,118.783103016114,25.0180302910972,282,21045,3室2厅,134,南北,简装,中楼层(共8层),板楼,50
禹洲城市广场温莎美地,惠安县,113.321010083167,23.1440717136683,103,8655,3室2厅,119,东南,毛坯,中楼层(共32层),平房,30
建达金桂府,泉港区,111.794596619196,37.2712917945176,90,7212,3室2厅,124,东南,精装,中楼层(共17层),暂无数据,30
蓝海国际,泉港区,115.94203954675,25.4230539786493,37,2935,3室2厅,126,南,毛坯,高楼层(共22层),板楼,110
盛世城品,南环路,120.561627120105,31.354959612105,165,15715,4室2厅,105,东南,精装,中楼层(共18层),暂无数据,50
南益鲤景湾二期,浮桥,111.794596619196,37.2712917945176,275,21154,4室2厅,130,东南,毛坯,低楼层(共33层),板楼,30
融欣大厦,南安中心,118.578292773468,24.7848236286796,185,8044,4室3厅,230,南,精装,中楼层(共30层),暂无数据,50
恒大雅苑,泉港区,114.126841598257,22.5602828074938,75,7376,3室2厅,101,南,精装,中楼层(共33层),塔楼,70
奥园上林苑,石狮中心,118.783103016114,25.0180302910972,160,11990,4室2厅,133,东南,毛坯,高楼层(共32层),板塔结合,30
君悦华庭,惠安县,116.411306635123,39.8562300371275,122,7625,4室2厅,160,东南,毛坯,低楼层(共14层),暂无数据,30
奥园上林苑,石狮中心,118.918109800317,25.131714309317,118,11239,3室2厅,105,南,毛坯,高楼层(共32层),板塔结合,30
美裕蓝山墅,洛江区,108.881880169212,32.2792076287093,108,9259,3室2厅,116,东南,毛坯,高楼层(共21层),板塔结合,30
世茂云城二期,泉港区,121.342200081132,30.7620723991983,92,7392,3室2厅,124,南,精装,低楼层(共34层),板塔结合,30
中新花园,惠安县,116.345197817388,39.757638514578,88,6213,3室2厅,141,东南,简装,高楼层(共7层),暂无数据,30
蓝海国际,泉港区,121.356564704881,31.1265341772342,37,2937,3室2厅,126,南,毛坯,低楼层(共22层),板楼,30
海宸尊域,东海,118.619593537072,24.9143744957759,350,23412,3室2厅,149,南北,毛坯,低楼层(共42层),板楼,50
金汇花园一期,服装城,118.571798833108,24.9469466288333,88.8,5277,4室2厅,168,南,精装,高楼层(共6层),板楼,30
中骏悦景府,石狮中心,113.962529662903,22.6357211932584,110,10892,3室2厅,101,南,毛坯,高楼层(共34层),板塔结合,30
百宏府东1号,石狮中心,120.105633572234,29.8921638719383,160,11765,3室1厅,136,南,毛坯,中楼层(共29层),板塔结合,30
溜石花园一期,泉州桥南,118.556527010629,24.9430720246361,168,13200,3室2厅,127,南,精装,中楼层(共30层),板楼,30
中骏四季阳光,浮桥,116.380110371203,39.8887129142416,235,34743,2室1厅,67,东南,精装,高楼层(共33层),塔楼,30
霞张花园,惠安县,116.345197817388,39.757638514578,73,6240,3室2厅,117,东南,简装,中楼层(共8层),板楼,90
金凤屿花苑西区,城东,113.351285853421,23.0807440385117,165,15421,2室2厅,107,南,简装,中楼层(共30层),板楼,70
世纪巨星,泉秀街,118.581370278313,24.8858864716886,500,22728,5室2厅,220,东东南南,精装,高楼层(共10层),板楼,30
丰盛假日城堡,泉秀街,123.216812405808,41.2010747629446,425,19768,5室1厅,215,南,简装,低楼层(共15层),塔楼,50
东海湾御花园,东海,118.622216860817,24.911080233263,730,30262,5室2厅,241,东南,精装,中楼层(共33层),板楼,30
星光耀广场,城东,118.613720595311,24.8726138479858,270,31092,3室1厅,86,南北,精装,低楼层(共37层),板塔结合,50
润柏香港城,城东,114.544093652933,38.0356062097083,103,15847,2室1厅,65,东,精装,低楼层(共35层),板塔结合,30
丰盛假日城堡,泉秀街,116.345197817388,39.757638514578,425,19768,5室1厅,215,南,简装,低楼层(共15层),塔楼,50
霞驿小区,惠安县,113.351285853421,23.0807440385117,78,6240,4室2厅,125,东南,简装,高楼层(共6层),暂无数据,30
润柏香港城,城东,114.544093652933,38.0356062097083,103,15847,2室1厅,65,东,精装,低楼层(共35层),板塔结合,30
中骏雍景台,城东,123.216812405808,41.2010747629446,440,31151,3室1厅,141,南,毛坯,低楼层(共22层),板塔结合,30
海宸尊域,东海,111.794596619196,37.2712917945176,240,24243,2室1厅,99,南,毛坯,高楼层(共43层),板楼,30
天元未来城,南安水头镇,118.759565092484,34.5479186273643,56,14000,1室1厅,40,南西,精装,中楼层(共15层),暂无数据,30
中骏广场,丰泽街,112.610883228603,26.8940316759678,69.8,20924,2室1厅,33,西南,精装,高楼层(共22层),塔楼,30
浦西万达SOHO,万达,118.598603910194,24.8764870842294,65,10897,1室1厅,59,东南南,精装,中楼层(共27层),板楼,50
石狮国宾壹号,石狮中心,121.356488887895,31.3215271167977,138,12000,4室2厅,115,南北,毛坯,中楼层(共34层),板塔结合,30
建发珑玥湾一期,站前大道,116.723524646933,23.3777757806284,205,23673,3室2厅,86,西南,毛坯,低楼层(共33层),板塔结合,30
中骏御金台,城东,116.459315674798,39.9230077923451,100,24583,1室0厅,40,南,毛坯,低楼层(共1层),板塔结合,30
君临世纪,惠安县,105.931705367599,30.3585387262682,45,9494,1室1厅,47,南,精装,高楼层(共15层),平房,30
世茂摩天城4期,服装城,118.917662713664,25.1358088458677,129,12440,3室1厅,103,南北,毛坯,高楼层(共31层),暂无数据,30
中骏广场,丰泽街,118.605147796341,24.8386007931148,68,19379,2室1厅,35,东南,简装,高楼层(共22层),塔楼,30
华泉盛世豪庭,泉港区,116.459315674798,39.9230077923451,25.6,5183,1室0厅,49,东南,简装,低楼层(共18层),暂无数据,30
建发珑玥湾一期,站前大道,111.794596619196,37.2712917945176,185.5,21473,3室2厅,86,西南,毛坯,低楼层(共33层),暂无数据,30
万达华府C区,晋江万达,107.528751697428,28.5516266339147,171.5,25872,2室1厅,66,南北,精装,高楼层(共32层),板楼,50
中航城阿尔法,宝龙广场,116.069677905609,39.7144672064437,36,10923,1室1厅,32,东南,精装,中楼层(共27层),塔楼,70
东岭万道商业广场,惠安县,117.11300621644,40.1457184347213,25,6375,1室1厅,39,南,毛坯,6层,板塔结合,30
嘉华阁,晋江万达,121.168667807801,24.2772564047795,197.04,12501,3室2厅,157,东南,简装,中楼层(共9层),板楼,30
时代城,惠安县,118.625350238101,24.88669257745,73,4835,4室2厅,151,南,简装,中楼层(共6层),暂无数据,50
德宏楼,晋江万达,121.449320587772,31.088020880068,90.1,16252,1室1厅,55,南,简装,中楼层(共6层),平房,30
中骏黄金海岸,石狮周边,109.423275052937,24.3577297062532,75,8372,2室1厅,89,南,精装,高楼层(共33层),板塔结合,30
中航城阿尔法,宝龙广场,121.342200081132,30.7620723991983,45,8786,1室1厅,51,南,精装,中楼层(共27层),塔楼,230
泉商观邸二期,泉州桥南,121.497360798648,31.6823472261387,340,23677,5室2厅,143,南,毛坯,低楼层(共31层),板楼,90
嘉琳广场,洛江区,114.074205746239,22.9102950001519,115,13987,2室2厅,82,东南,精装,低楼层(共34层),板楼,70
后坂裕达小区,丰泽街,118.613498174867,24.8681758785475,225,22059,3室2厅,102,南,简装,中楼层(共8层),板楼,30
陶然新村,惠安县,116.328217148333,39.9757033333205,92,9367,2室2厅,98,南,简装,低楼层(共18层),暂无数据,30
中航城天骏,宝龙广场,113.478776156102,23.1014339562681,209,19629,3室2厅,106,南北,毛坯,中楼层(共31层),板楼,90
永隆国际社区,宝龙广场,105.931705367599,30.3585387262682,142,17492,2室2厅,81,东南,精装,高楼层(共31层),板楼,90
和昌商城三期,丰泽街,120.655369791599,31.4174689225489,360,15063,9室2厅,239,南北,简装,高楼层(共7层),塔楼,90
盛达阳光城,泉港区,108.282623694718,22.7738640302257,16,3297,1室0厅,48,南,简装,中楼层(共6层),板塔结合,290
江南雅園,南环路,107.347997549896,30.5048333542411,38,11516,1室1厅,33,南,简装,高楼层(共9层),板塔结合,70
中骏黄金海岸,石狮周边,121.168667807801,24.2772564047795,65,7711,2室1厅,84,东南,精装,低楼层(共32层),板塔结合,50
百信御江帝景二期,泉州桥南,105.931705367599,30.3585387262682,84.5,15986,2室1厅,52,南东南,毛坯,高楼层(共19层),板塔结合,30
汾阳国际,惠安县,116.50494231843,39.9830062333322,64,6265,3室2厅,102,东南,毛坯,高楼层(共33层),板楼,70
天马国际广场,泉港区,118.677591554338,24.9586896820645,19.5,5115,1室1厅,38,东南,毛坯,高楼层(共28层),塔楼,150
雅贤居,SM广场,121.342200081132,30.7620723991983,48,12000,1室1厅,40,南,精装,中楼层(共20层),板塔结合,70
春满城花园一期,泉港区,111.794596619196,37.2712917945176,27,3879,1室1厅,69,东南,简装,中楼层(共16层),暂无数据,30
和平国际广场,宝龙广场,116.319473581482,40.0876577084862,42,10353,1室1厅,40,东南,精装,高楼层(共13层),暂无数据,50
中骏黄金海岸,石狮周边,118.565185957098,24.9371838319111,76.94,8589,2室1厅,89,南,简装,中楼层(共32层),板塔结合,30
中骏黄金海岸,石狮周边,121.342200081132,30.7620723991983,76.94,8568,2室1厅,89,南,精装,高楼层(共32层),板塔结合,30
中骏黄金海岸,石狮周边,124.074320382914,40.4658203325896,32,6831,1室0厅,46,南北,精装,中楼层(共33层),板塔结合,30
宝龙金色家园,晋江万达,118.627927027455,24.8928359987877,30,6907,1室1厅,43,北,简装,中楼层(共13层),板楼,130
威华花园,泉港区,114.089504877205,22.5486862804858,18,3005,1室1厅,59,西,简装,高楼层(共6层),暂无数据,550
润柏香港城,城东,121.630072035729,29.7967319596421,46,13143,2室1厅,35,西南,毛坯,中楼层(共18层),板塔结合,30
舒华奥体中心,泉州桥南,114.614823444041,37.9428455771156,186,20109,3室2厅,92,南,毛坯,高楼层(共33层),板塔结合,70
星光耀广场,城东,121.356488887895,31.3215271167977,125,16334,2室1厅,76,西南,精装,中楼层(共27层),板塔结合,30
新城紫峰里,陈埭镇,102.873739642873,25.0306281107043,55,13662,1室0厅,40,南,其他,低楼层(共3层),板塔结合,30
公园壹号,宝龙广场,121.342200081132,30.7620723991983,338.5,24008,4室2厅,141,东南,毛坯,高楼层(共24层),板楼,230
领第第一广场,泉港区,104.065609607971,30.5142281677285,45,5790,2室2厅,77,东南,毛坯,高楼层(共33层),板塔结合,50
宝龙广场公寓,宝龙广场,114.089504877205,22.5486862804858,40.5,8504,1室0厅,47,西,毛坯,低楼层(共29层),板楼,70
安泰世界城,SM广场,118.536622536807,24.7527170879968,52,12110,1室1厅,42,南,简装,低楼层(共21层),板塔结合,70
德辉华庭,宝龙广场,113.30569936406,23.0911414270198,53.7,10000,1室1厅,53,南,简装,中楼层(共13层),暂无数据,30
宝龙广场公寓,宝龙广场,121.342200081132,30.7620723991983,44.5,10511,1室0厅,42,北,精装,高楼层(共29层),板楼,90
拓改工程南七区,城西路,121.342200081132,30.7620723991983,338,28652,3室2厅,117,南北,简装,高楼层(共5层),板楼,30
聚龙小镇,惠安县,120.688524075084,28.1564503322057,105,8648,5室2厅,121,南,毛坯,31层,板楼,110
福鑫星城,泉港区,109.880110129882,40.6732097506655,24,4609,2室0厅,52,东南,简装,中楼层(共12层),暂无数据,110
绿色人家,洛江区,116.411306635123,39.8562300371275,41.5,9893,1室1厅,41,南,精装,低楼层(共10层),板楼,90
百捷中央公园华府,泉州桥南,116.459315674798,39.9230077923451,125,21041,2室1厅,59,南,精装,高楼层(共22层),塔楼,90
新城紫峰里,陈埭镇,116.459315674798,39.9230077923451,55,13662,1室0厅,40,南,其他,低楼层(共3层),板塔结合,30
中骏黄金海岸,石狮周边,104.065609607971,30.5142281677285,32,6831,1室0厅,46,南北,精装,中楼层(共33层),板塔结合,30
润柏香港城,城东,118.677823856143,24.9554296200202,46,13143,2室1厅,35,西南,毛坯,中楼层(共18层),板塔结合,30
世府名门,石狮中心,116.459315674798,39.9230077923451,37,12371,1室0厅,29,西南,简装,高楼层(共10层),板楼,50
中骏黄金海岸,石狮周边,114.614823444041,37.9428455771156,39,8997,1室1厅,43,南,精装,中楼层(共32层),板塔结合,30
浔兴奥林春天,宝龙广场,104.065609607971,30.5142281677285,126,17088,2室2厅,73,南,精装,低楼层(共27层),板塔结合,170
涂门街51号,涂门街,118.584507,24.815865,173,23490,2室1厅,73,南,简装,高楼层(共7层),暂无数据,190
润柏香港城,城东,115.080412944099,35.7836328845364,95,12838,1室1厅,74,南,毛坯,低楼层(共18层),板楼,90
中央公园首府,泉州桥南,118.80784055324,25.0265463039769,160,20313,2室2厅,78,南,简装,中楼层(共31层),塔楼,30
淮云阁,丰泽街,113.672765141087,23.0703049401406,108,24692,1室1厅,43,南,简装,低楼层(共11层),塔楼,30
加州阳光城,东湖,116.495979026052,40.0032790419862,225,29142,2室1厅,77,东南,精装,高楼层(共16层),板塔结合,30
中骏御金台,城东,121.617383178191,25.2219257730588,140,20290,3室1厅,69,东南,精装,中楼层(共20层),板塔结合,30
内配厂宿舍,东街,90.4689058206392,29.1979207035318,140,20899,2室1厅,66,东南,简装,低楼层(共6层),暂无数据,30
中航城阿尔法,宝龙广场,116.448260049226,39.9356945498851,32,9659,1室1厅,33,南,精装,低楼层(共27层),塔楼,30
东岭万道商业广场,惠安县,118.653833619371,24.9358351413165,24,5812,1室1厅,41,南,毛坯,6层,板塔结合,30
东岭万道商业广场,惠安县,104.094842894691,30.7602284671211,24,6120,1室1厅,39,南,毛坯,6层,板塔结合,30
星光耀广场,城东,105.931705367599,30.3585387262682,90,11523,1室1厅,78,东南,毛坯,高楼层(共27层),板塔结合,110
汾阳国际,惠安县,115.858994166788,28.6807004789818,75,6120,3室2厅,122,南,毛坯,高楼层(共33层),板楼,30
百捷中央名门,泉州桥南,115.314895834757,38.9695892250364,209,24012,3室2厅,87,南北,毛坯,中楼层(共32层),塔楼,30
宝龙金色家园,晋江万达,105.931705367599,30.3585387262682,243,29971,1室0厅,81,南,简装,低楼层(共13层),板塔结合,30
惠安美丽大厦商住楼,惠安县,116.455212035568,39.9108061107785,58,9836,2室1厅,58,西南,精装,中楼层(共15层),板楼,50
中骏御金台,城东,116.24944752291,40.2067238658127,145,20837,3室1厅,69,北,简装,高楼层(共20层),板塔结合,30
新城华庭,陈埭镇,113.902173863166,22.7867577883744,175,14831,3室2厅,118,南,毛坯,中楼层(共12层),板楼,30
澜湖郡,城东,113.315659146737,23.1260121440435,80,16989,3室1厅,47,东南,毛坯,高楼层(共24层),塔楼,30
鼎盛大观,站前大道,114.414286620299,30.6304113002414,60,13718,2室1厅,43,东南,精装,低楼层(共19层),塔楼,30
万达华府A区,晋江万达,118.578292773468,24.7848236286796,222,22970,2室1厅,96,南,毛坯,中楼层(共32层),平房,30
桂华苑,晋江万达,114.614823444041,37.9428455771156,250,21187,3室2厅,118,南,精装,高楼层(共18层),板楼,50
高阳华庭,宝龙广场,115.314895834757,38.9695892250364,179,18450,2室2厅,97,南,精装,中楼层(共21层),板塔结合,30
美亚芳邻,洛江区,120.67469312896,24.1229626228298,75,11920,3室2厅,62,东南南,毛坯,高楼层(共19层),板塔结合,190
力标吉源雅苑,洛江区,120.210809443869,30.2733971120132,133,17233,2室1厅,77,东南,简装,中楼层(共33层),板楼,50
捷宏盛宴,安海镇,115.523702908177,38.2357623522457,46,10698,1室0厅,43,南,精装,低楼层(共21层),板塔结合,90
世茂御龙湾满堂红,晋江万达,105.931705367599,30.3585387262682,183,21930,3室2厅,83,南,毛坯,中楼层(共39层),板楼,110
兰峰城市花园,SM广场,113.902173863166,22.7867577883744,173,14066,3室2厅,123,南,简装,高楼层(共9层),板塔结合,30
陶然居二期,惠安县,115.314895834757,38.9695892250364,80,8479,2室1厅,94,南,毛坯,低楼层(共29层),板楼,50
惠港新城,惠安县,113.315659146737,23.1260121440435,62,5637,3室2厅,110,西南,毛坯,中楼层(共17层),平房,50
辉庆广场,东湖,105.931705367599,30.3585387262682,220,22180,2室2厅,99,东北,简装,高楼层(共17层),板楼,90
南光花苑小区,丰泽街,118.80784055324,25.0265463039769,87,21556,1室0厅,40,东,精装,高楼层(共16层),板塔结合,50
万达华府B区,晋江万达,114.614823444041,37.9428455771156,230,23835,2室2厅,96,南,简装,中楼层(共32层),板塔结合,50
中骏西湖一号北区,西湖,116.495979026052,40.0032790419862,900,36000,4室2厅,250,东南,毛坯,高楼层(共4层),塔楼,170
锦绣苑,晋江万达,113.672765141087,23.0703049401406,75,13156,2室1厅,57,北,毛坯,中楼层(共15层),板楼,170
聚龙君悦山庄,惠安县,118.677823856143,24.9554296200202,85,8294,3室2厅,102,东南,毛坯,低楼层(共30层),板塔结合,30
百宏御璟天下,晋江万达,115.858994166788,28.6807004789818,73.7,12999,2室2厅,56,南,精装,低楼层(共32层),板楼,90
御龙湾曼哈顿第九湾区,晋江万达,114.614823444041,37.9428455771156,35.6,7198,1室1厅,49,南,精装,高楼层(共32层),塔楼,110
石狮泰禾首玺,石狮中心,120.67469312896,24.1229626228298,40,8018,1室1厅,49,东,简装,高楼层(共20层),板楼,50
中央公寓,晋江万达,118.578292773468,24.7848236286796,181,12716,4室1厅,142,东南,简装,高楼层(共21层),板塔结合,50
凤凰城,晋江万达,120.210809443869,30.2733971120132,175,11301,3室2厅,154,南,简装,中楼层(共18层),板塔结合,50
大德财富中心,泉港区,114.414286620299,30.6304113002414,70,6364,5室2厅,110,南,毛坯,中楼层(共17层),暂无数据,50
东海泰禾首玺,赤山水库,121.582594772116,25.0320563716791,233,26180,2室1厅,89,南,简装,中楼层(共32层),板楼,230
华泉盛世豪庭,泉港区,121.630072035729,29.7967319596421,39.9,4922,2室1厅,81,南,毛坯,高楼层(共18层),暂无数据,90
东方伟业城市广场,泉港区,121.281551433778,30.9419925440541,30,3746,2室1厅,80,南,毛坯,低楼层(共18层),暂无数据,330
伴山御景,SM广场,121.603296080998,31.3527051559737,48,10005,1室1厅,47,南,简装,高楼层(共22层),板塔结合,30
泉州工艺公寓,泉秀街,121.497360798648,31.6823472261387,180,18557,3室2厅,97,东南,精装,中楼层(共7层),板塔结合,30
万豪国际公寓,石狮中心,120.64137526972,30.9864602195916,25,7226,1室0厅,34,南,精装,高楼层(共13层),板楼,50
中骏御金台,城东,118.677591554338,24.9586896820645,134,19421,3室2厅,69,南,精装,低楼层(共20层),板塔结合,30
信义豪园,石狮周边,118.5746133141,24.8893531721886,59,6345,2室2厅,93,南,毛坯,高楼层(共33层),暂无数据,90
建辉楼,万达,116.328217148333,39.9757033333205,250,15061,5室1厅,166,南,精装,中楼层(共8层),板楼,30
碧桂园清源里二期,东湖,113.913812309349,22.5784792816907,145,20139,3室2厅,72,西,毛坯,高楼层(共8层),塔楼,230
万科城市之光一期,东海,120.975109780243,31.3025009103028,69.9,12238,1室1厅,57,南,毛坯,低楼层(共3层),板楼,130
华龙商住楼,泉港区,105.931705367599,30.3585387262682,20,3376,2室1厅,59,南,简装,中楼层(共6层),塔楼,130
美亚芳邻,洛江区,104.094842894691,30.7602284671211,75,11920,4室2厅,62,东南,毛坯,高楼层(共19层),板塔结合,30
见龙亭小区,泉州站,121.582594772116,25.0320563716791,221,14351,4室1厅,154,东南,毛坯,高楼层(共18层),板塔结合,30
浔兴格林春天,晋江万达,118.677591554338,24.9586896820645,211.3,20802,3室2厅,101,南,毛坯,高楼层(共31层),板楼,70
中骏世界城,城东,118.581370278313,24.8858864716886,45,9091,1室1厅,49,南,精装,高楼层(共27层),板塔结合,30
莲盛商住楼,泉港区,104.326776484143,30.8625320079344,24.5,3989,1室1厅,61,西南,简装,中楼层(共6层),暂无数据,90
宝龙金色家园,晋江万达,116.411306635123,39.8562300371275,82,12463,1室1厅,65,北,简装,高楼层(共13层),板楼,110
君怡大厦,惠安县,104.147738087527,30.6875392414395,35,8023,1室0厅,43,东北,简装,高楼层(共14层),暂无数据,30
霞淮花苑,泉秀街,118.588768991983,24.9099557406976,150,17442,2室2厅,86,南,简装,高楼层(共7层),板楼,30
菊秀苑小区,晋江万达,116.416662152912,39.9302827536575,89.7,12999,2室2厅,69,东南,简装,高楼层(共6层),板楼,130
后坂裕达小区,丰泽街,118.581370278313,24.8858864716886,260,21312,4室2厅,122,南,简装,中楼层(共7层),板楼,470
兰峰城市花园,SM广场,118.596073,24.815865,135,14137,2室2厅,95,南,精装,低楼层(共5层),板塔结合,190
富贵人家小区,泉秀街,116.597460060531,39.9186431609155,105,23548,1室1厅,44,南,简装,高楼层(共15层),板塔结合,30
百信御江帝景三期,泉州桥南,121.497360798648,31.6823472261387,245,25738,3室2厅,95,南,毛坯,高楼层(共33层),塔楼,50
美亚芳邻,洛江区,116.458884937306,39.9234346257947,124,13720,3室1厅,90,南北,毛坯,高楼层(共29层),暂无数据,50
前坂新村西区,泉秀街,113.913812309349,22.5784792816907,76,15893,2室1厅,47,南,简装,低楼层(共6层),平房,30
百捷中央名门,泉州桥南,121.822008140462,30.979053553411,213,23901,3室2厅,89,东南南西南北,精装,低楼层(共32层),塔楼,50
舒华奥体中心,泉州桥南,116.380381389975,40.0183813631457,180,19591,3室2厅,91,南,毛坯,高楼层(共33层),板塔结合,110
东海泰禾广场,赤山水库,118.677591554338,24.9586896820645,78,16439,1室1厅,47,北,精装,中楼层(共24层),平房,50
聚龙君悦山庄,惠安县,115.94203954675,25.4230539786493,53,6721,2室1厅,78,南,毛坯,中楼层(共32层),暂无数据,30
御龙湾曼哈顿第九湾区,晋江万达,121.567661469214,31.1967529615431,157,8511,1室0厅,184,南,毛坯,低楼层(共32层),塔楼,130
九一路龙宫住宅,九一街,118.936698256567,25.1297504886746,262,34128,2室1厅,76,南,简装,中楼层(共7层),板楼,50
泉州电业局大淮小区,万达,121.497360798648,31.6823472261387,185,18209,3室2厅,101,东南,简装,高楼层(共7层),板楼,250
